"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN023351400","LUCKNOW AMAUSI, IN","2012-01-16",,"58","75","49"
"IN023351400","LUCKNOW AMAUSI, IN","2012-01-17",,"60","70","49"
"IN023351400","LUCKNOW AMAUSI, IN","2012-01-18",,"56","70","48"
"IN023351400","LUCKNOW AMAUSI, IN","2012-01-19",,"58","68","49"
"IN023351400","LUCKNOW AMAUSI, IN","2012-01-20",,"56","68","47"
"IN023351400","LUCKNOW AMAUSI, IN","2012-01-21",,"54","68","42"
"IN023351400","LUCKNOW AMAUSI, IN","2012-01-22",,"54","70","41"
"IN023351400","LUCKNOW AMAUSI, IN","2012-01-23",,"57","72","41"
"IN023351400","LUCKNOW AMAUSI, IN","2012-01-24",,"60","75","45"
"IN023351400","LUCKNOW AMAUSI, IN","2012-01-25",,"59","75","42"
"IN023351400","LUCKNOW AMAUSI, IN","2012-01-26",,"58","73","44"
"IN023351400","LUCKNOW AMAUSI, IN","2012-01-27",,"55","76","45"
"IN023351400","LUCKNOW AMAUSI, IN","2012-01-28",,"57","73","40"
"IN023351400","LUCKNOW AMAUSI, IN","2012-01-29",,"57","72","43"
"IN023351400","LUCKNOW AMAUSI, IN","2012-01-30",,"57","72","40"
"IN023351400","LUCKNOW AMAUSI, IN","2012-01-31",,"57","73","41"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-01",,"59","73","45"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-02",,"57","74","44"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-03",,"61","76","41"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-04",,"62","77","45"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-05",,"66","78","52"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-06",,"65","78","53"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-07",,"62","78","51"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-08","1.30","56","73",
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-09","0.08","54","67","40"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-10","0.00","58","72","43"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-11",,"58","74","43"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-12",,"60","77","46"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-13",,"62","77","48"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-14",,"65","78","52"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-15",,"64","78","52"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-16","0.02","63","77","54"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-17","0.00","64","78","50"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-18",,"63","79","47"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-19",,"64","79","48"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-20",,"65","80","50"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-21",,"69","86","51"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-22",,"73","88","56"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-23",,"74","88","58"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-24",,"74","88","58"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-25",,"69","87",
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-26",,"64","83","49"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-27",,"65","79","47"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-28",,"68",,"53"
"IN023351400","LUCKNOW AMAUSI, IN","2012-02-29",,"67","83","50"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-01",,"67","85","47"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-02",,"69","85","51"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-03",,"71",,"53"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-04",,"74","89","58"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-05",,"74","89","60"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-06",,"75","90","61"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-07",,"70","90",
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-08",,"70","85","51"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-09",,"67","85","48"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-10",,"67","84","50"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-11",,"67","84","45"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-12",,"69","84","56"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-13",,"67",,
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-14",,"67","82","49"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-15",,"70","84","53"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-16",,"71","86","56"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-17",,"74","91","54"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-18",,"77","91","61"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-19",,"79","92","61"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-20",,"82",,"62"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-21",,"73","96",
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-22",,"69","90","52"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-23",,"73","90","54"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-24",,"76","93","57"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-25",,"77","94","57"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-26",,"78","97","57"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-27",,"83","99","60"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-28",,"83","99","66"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-29",,"79","98","64"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-30",,"79",,"62"
"IN023351400","LUCKNOW AMAUSI, IN","2012-03-31",,"83","97","60"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-01",,"82","99","67"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-02",,"84","99","64"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-03",,"86","101","67"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-04",,"85","101","70"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-05",,"83","98","68"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-06",,"82","95","66"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-07",,"83","97","66"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-08",,"83","97",
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-09",,"85","102","64"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-10",,"84","102","71"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-11","0.43","79","96","65"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-12","0.08","80","93","65"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-13","0.00","83","99","65"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-14",,"82","99","65"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-15","0.08","80","97","66"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-16","0.00","82","96","64"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-17",,"86","100","65"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-18",,"86","100","74"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-19",,"88",,"72"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-20",,"91","104","74"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-21",,"88","104",
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-22",,"87","100","72"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-23",,"89","101","70"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-24",,"89","102","69"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-25",,"88","102","75"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-26",,"89","102","69"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-27","0.01","89","102",
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-28","0.00","86","102","72"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-29",,"87","102","71"
"IN023351400","LUCKNOW AMAUSI, IN","2012-04-30",,"88","102","68"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-01",,"86","102","71"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-02",,"88","102","63"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-03",,"85","102","67"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-04",,"89","102","67"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-05","0.00","85","102","74"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-06","0.00","87","102","72"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-07",,"89","103","73"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-08",,"88","103","76"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-09",,"87","105","77"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-10",,"91","105","75"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-11",,"88","105","76"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-12",,"92","105","78"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-13",,"92","105","74"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-14",,"93",,"79"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-15",,"90","105","77"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-16",,"94","109","73"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-17",,"96","110","76"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-18",,"92","110","77"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-19",,"91","105",
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-20",,"92","108","73"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-21",,"95","109","74"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-22",,"96",,"81"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-23",,"95","111","80"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-24",,"93","111","77"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-25",,"96","112","79"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-26",,"93","112","77"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-27",,"96","110","76"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-28",,"93","110","76"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-29",,"96","112","74"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-30",,"94",,"73"
"IN023351400","LUCKNOW AMAUSI, IN","2012-05-31",,"96","112","76"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-01",,"97","111",
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-02",,"98","112","80"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-03",,"97","112","81"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-04",,"97","111",
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-05","0.00","92","108","82"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-06",,"96","108","80"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-07",,"94","108","84"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-08","0.00","95","107","82"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-09",,"96","108","79"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-10",,"97","110",
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-11",,"98","112","81"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-12",,"95","112",
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-13",,"100","114","79"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-14",,"101","114","84"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-15",,"100","113","85"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-16",,"99","112","87"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-17",,"99","111","86"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-18",,"93","110","82"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-19",,"92","103","81"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-20",,"97","108","82"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-21",,"94","108","81"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-22",,"93","107","83"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-23","0.16","87","102","75"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-24","0.00","95","108","78"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-25","0.02","97","110","84"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-26","0.00","98","110","85"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-27",,"94","108","84"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-28",,"97","108","82"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-29",,"98","109","85"
"IN023351400","LUCKNOW AMAUSI, IN","2012-06-30",,"96","109","85"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-01",,"96","107","84"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-02",,"97","107","83"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-03",,"93","106","85"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-04",,"92","102","83"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-05","0.63","82","99","73"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-06","0.12","83","88","76"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-07","0.03","80","87","77"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-08","2.28","80","88","75"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-09","1.06","83","93","75"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-10","0.55","84","93","74"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-11","0.02","89","97","78"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-12","0.00","90","98","82"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-13",,"83","98",
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-14",,"83","94","77"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-15",,"87",,"76"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-16","0.12","85","95","73"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-17","0.00","88",,"78"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-18",,"91","98",
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-19","0.24","87","97","76"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-20","1.93","80","97","73"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-21","1.02","86","93","75"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-22","0.00","88","93","80"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-23",,"88","93",
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-24","0.67","78","95","73"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-25","1.97","80","83","74"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-26","0.43","84","90","76"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-27","0.02","86","92","78"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-28","0.00","86","93","79"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-29","0.20","85","93","78"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-30","0.47","85","92","77"
"IN023351400","LUCKNOW AMAUSI, IN","2012-07-31","0.02","87","93","78"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-01","0.00","87","94","80"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-02",,"85","94","80"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-03","0.39","78","91","75"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-04","1.81","83","89","74"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-05","0.00","84",,"77"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-06","1.30","84","93","74"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-07","0.12","84","91","77"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-08","0.20","85","91","77"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-09","0.04","83","91","78"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-10","0.12","87","93","77"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-11","0.08","85","93","74"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-12","0.00","83","92","77"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-13","0.04","81","90","75"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-14","0.47","84","90","74"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-15","0.00","85","92","76"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-16",,"85","93","76"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-17",,"86","93","77"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-18",,"84","95","80"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-19",,"87","95","77"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-20",,"87","93","78"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-21","0.04","81","93",
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-22","0.20","79","85","76"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-23","1.97","81","86","74"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-24","0.04","83","88","76"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-25","0.04","81","88","76"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-26","0.20","84","92","76"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-27","1.57","83",,"73"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-28","0.00","85","92","77"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-29","0.20","85","95","78"
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-30","0.16","81","95",
"IN023351400","LUCKNOW AMAUSI, IN","2012-08-31","0.08","86","93","75"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-01","0.00","87","93","79"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-02",,"80","93",
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-03",,"84","92","75"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-04","0.00","84","92","76"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-05",,"84","90","75"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-06",,"81","90","76"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-07",,"80","86","75"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-08",,"85","92","75"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-09",,"87","95","77"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-10",,"85","95","77"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-11",,"85","93","77"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-12",,"87","94","78"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-13","0.39","81","94","75"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-14","5.43","78","88","72"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-15","1.54","80","83","73"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-16","0.16","81","87","74"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-17","0.71","78","87","74"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-18","0.16","79","85","74"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-19","0.28","80","87","73"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-20","0.00","84","91","73"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-21",,"83","91","74"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-22",,"83","91","73"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-23",,"82","93","72"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-24",,"82","93","69"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-25",,"83",,"71"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-26",,"83","93","71"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-27",,"84","94","72"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-28",,"85","94","74"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-29",,"85","94","74"
"IN023351400","LUCKNOW AMAUSI, IN","2012-09-30",,"84","95","73"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-01",,"83","95","71"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-02",,"83","95","71"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-03",,"83","95","72"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-04",,"81","95","72"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-05",,"80","94","68"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-06",,"80","95","63"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-07",,"79",,"65"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-08",,"78","94","63"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-09",,"79","93","63"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-10",,"78","93","69"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-11",,"78","91","67"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-12",,"77",,"64"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-13",,"78","91","63"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-14",,"78","92","64"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-15",,"79","93","66"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-16",,"79","93","65"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-17",,"77","91","64"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-18",,"78","90","62"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-19",,"74","91",
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-20",,"75","91","59"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-21",,"75","91","58"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-22",,"75","90","60"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-23",,"75","89","60"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-24","0.00","74","89","62"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-25","0.00","72","87","58"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-26",,"71","86","55"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-27",,"71","86","56"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-28",,"72","86","55"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-29",,"71",,"53"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-30",,"70","88","54"
"IN023351400","LUCKNOW AMAUSI, IN","2012-10-31",,"71","89","54"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-01",,"71","89","53"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-02",,"68","86","55"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-03",,"70","86","53"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-04",,"70","86","55"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-05",,"71","85","56"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-06",,"69","85","55"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-07",,"69","84","53"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-08",,"68","85","53"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-09",,"69","85","56"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-10",,"69","85","53"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-11",,"66","87","56"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-12",,"70","88","54"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-13",,"71","88","54"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-14",,"68","86","55"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-15",,"67","83","53"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-16",,"67","82","51"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-17",,"67","84","50"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-18",,"67","85","49"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-19",,"68","85","51"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-20",,"66","85","50"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-21",,"65","83","46"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-22",,"63","82","47"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-23",,"63","81","45"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-24",,"64",,"47"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-25",,"66","82","49"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-26",,"65","82","50"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-27",,"65",,"50"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-28",,"62","80","45"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-29",,"63","80","45"
"IN023351400","LUCKNOW AMAUSI, IN","2012-11-30",,"65","80","48"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-01",,"64","79",
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-02",,"62","80","43"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-03",,"63","80","45"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-04",,"64","81","46"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-05",,"63","81","45"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-06",,"64","81","49"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-07",,"64","81","47"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-08",,"64","81","48"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-09",,"63","82","46"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-10",,"64","82","45"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-11",,"67","82","50"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-12",,"64","81",
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-13",,"65","80","46"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-14",,"63","80","54"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-15",,"64",,"50"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-16",,"67","80","48"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-17",,"65","80",
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-18",,"62","79","47"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-19",,"62","76","49"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-20",,"57","76","41"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-21",,"51","72","41"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-22",,"49","63","40"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-23",,"50","59","41"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-24",,"53","60",
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-25",,"55","61","44"
"IN023351400","LUCKNOW AMAUSI, IN","2012-12-26",,"51","61",
